customer_id,customer_name,signup_date,segment,city,region,acquisition_channel
CUST00160,Customer 00160,2023-07-26,Small Business,Bengaluru,South,Organic Search
CUST00161,Customer 00161,2025-03-13,Consumer,Ahmedabad,West,Paid Search
CUST00162,Customer 00162,2024-10-09,Small Business,Chennai,South,Organic Search
CUST00163,Customer 00163,2023-12-28,Small Business,Mumbai,West,Paid Search
CUST00164,Customer 00164,2023-07-20,Consumer,Jaipur,North,Social Media
CUST00165,Customer 00165,2022-06-25,Consumer,Mumbai,West,Paid Search
CUST00166,Customer 00166,2023-05-08,Consumer,Coimbatore,South,Referral
CUST00167,Customer 00167,2024-07-06,Small Business,Ahmedabad,West,Organic Search
CUST00168,Customer 00168,2024-04-08,Consumer,Mumbai,West,Paid Search
CUST00169,Customer 00169,2024-01-26,Consumer,Jaipur,North,Social Media
CUST00170,Customer 00170,2025-02-01,Consumer,Kolkata,East,Referral
CUST00171,Customer 00171,2023-09-20,Consumer,Pune,West,Organic Search
CUST00172,Customer 00172,2023-10-09,Consumer,Mumbai,West,Social Media
CUST00173,Customer 00173,2023-01-28,Consumer,Hyderabad,South,Social Media
CUST00174,Customer 00174,2024-12-10,Consumer,Jaipur,North,Direct
CUST00175,Customer 00175,2023-08-30,Consumer,Mumbai,West,Organic Search
CUST00176,Customer 00176,2024-12-29,Consumer,Chennai,South,Organic Search
CUST00177,Customer 00177,2025-02-07,Consumer,Chennai,South,Direct
CUST00178,Customer 00178,2022-07-30,Small Business,Ahmedabad,West,Social Media
CUST00179,Customer 00179,2024-09-07,Consumer,Ahmedabad,West,Organic Search
CUST00180,Customer 00180,2023-06-02,Corporate,Chennai,South,Social Media
CUST00181,Customer 00181,2024-03-31,Consumer,Bengaluru,South,Social Media
CUST00182,Customer 00182,2022-11-07,Consumer,Chennai,South,Social Media
CUST00183,Customer 00183,2022-06-24,Corporate,Pune,West,Organic Search
CUST00184,Customer 00184,2025-05-26,Consumer,Kolkata,East,Referral
CUST00185,Customer 00185,2024-02-19,Consumer,Coimbatore,South,Paid Search
CUST00186,Customer 00186,2024-05-28,Consumer,Jaipur,North,Referral
CUST00187,Customer 00187,2022-07-23,Corporate,Jaipur,North,Organic Search
CUST00188,Customer 00188,2023-06-26,Consumer,Mumbai,West,Organic Search
CUST00189,Customer 00189,2025-02-04,Consumer,Hyderabad,South,Organic Search
CUST00190,Customer 00190,2025-05-01,Consumer,Ahmedabad,West,Organic Search
CUST00191,Customer 00191,2023-08-03,Consumer,Pune,West,Social Media
CUST00192,Customer 00192,2023-06-26,Small Business,Mumbai,West,Referral
CUST00193,Customer 00193,2024-05-20,Consumer,Mumbai,West,Organic Search
CUST00194,Customer 00194,2023-06-29,Small Business,Hyderabad,South,Organic Search
CUST00195,Customer 00195,2023-09-22,Consumer,Hyderabad,South,Email
CUST00196,Customer 00196,2024-06-18,Consumer,Pune,West,Referral
CUST00197,Customer 00197,2023-07-12,Consumer,Kolkata,East,Social Media
CUST00198,Customer 00198,2025-05-09,Consumer,Bengaluru,South,Paid Search
CUST00199,Customer 00199,2025-05-21,Consumer,Delhi,North,Organic Search
CUST00200,Customer 00200,2025-04-17,Corporate,Jaipur,North,Direct
CUST00201,Customer 00201,2025-03-26,Consumer,Pune,West,Email
CUST00202,Customer 00202,2024-11-28,Consumer,Ahmedabad,West,Direct
CUST00203,Customer 00203,2025-04-13,Consumer,Hyderabad,South,Email
CUST00204,Customer 00204,2024-08-20,Consumer,Bengaluru,South,Paid Search
CUST00205,Customer 00205,2022-11-26,Consumer,Bengaluru,South,Referral
CUST00206,Customer 00206,2024-03-31,Small Business,Pune,West,Social Media
CUST00207,Customer 00207,2022-06-30,Consumer,Ahmedabad,West,Paid Search
CUST00208,Customer 00208,2024-11-19,Small Business,Kolkata,East,Organic Search
CUST00209,Customer 00209,2024-08-04,Consumer,Coimbatore,South,Organic Search
CUST00210,Customer 00210,2024-10-17,Consumer,Delhi,North,Email
CUST00211,Customer 00211,2023-07-01,Consumer,Mumbai,West,Direct
CUST00212,Customer 00212,2024-09-19,Consumer,Ahmedabad,West,Direct
CUST00213,Customer 00213,2023-05-06,Consumer,Jaipur,North,Paid Search
CUST00214,Customer 00214,2025-02-05,Consumer,Chennai,South,Organic Search
CUST00215,Customer 00215,2024-08-03,Corporate,Bengaluru,South,Referral
CUST00216,Customer 00216,2024-10-17,Corporate,Hyderabad,South,Paid Search
CUST00217,Customer 00217,2024-04-30,Small Business,Pune,West,Direct
CUST00218,Customer 00218,2024-07-24,Consumer,Mumbai,West,Paid Search
CUST00219,Customer 00219,2024-11-06,Small Business,Jaipur,North,Organic Search
CUST00220,Customer 00220,2023-07-20,Small Business,Bengaluru,South,Direct
CUST00221,Customer 00221,2024-11-05,Consumer,Delhi,North,Organic Search
CUST00222,Customer 00222,2025-04-17,Consumer,Pune,West,Referral
CUST00223,Customer 00223,2024-07-03,Consumer,Hyderabad,South,Paid Search
CUST00224,Customer 00224,2025-01-17,Consumer,Coimbatore,South,Direct
CUST00225,Customer 00225,2023-05-05,Consumer,Mumbai,West,Organic Search
CUST00226,Customer 00226,2022-03-31,Consumer,Kolkata,East,Social Media
CUST00227,Customer 00227,2024-03-01,Corporate,Kolkata,East,Email
CUST00228,Customer 00228,2024-10-11,Corporate,Hyderabad,South,Organic Search
CUST00229,Customer 00229,2023-11-11,Small Business,Jaipur,North,Direct
CUST00230,Customer 00230,2022-07-24,Consumer,Ahmedabad,West,Social Media
CUST00231,Customer 00231,2024-04-19,Small Business,Hyderabad,South,Direct
CUST00232,Customer 00232,2024-08-19,Small Business,Bengaluru,South,Paid Search
CUST00233,Customer 00233,2024-03-25,Consumer,Jaipur,North,Direct
CUST00234,Customer 00234,2024-02-18,Corporate,Coimbatore,South,Referral
CUST00235,Customer 00235,2025-01-13,Consumer,Ahmedabad,West,Organic Search
CUST00236,Customer 00236,2023-04-11,Small Business,Pune,West,Paid Search
CUST00237,Customer 00237,2022-07-25,Consumer,Bengaluru,South,Referral
CUST00238,Customer 00238,2022-04-05,Consumer,Chennai,South,Organic Search
CUST00239,Customer 00239,2024-02-07,Consumer,Delhi,North,Organic Search
CUST00240,Customer 00240,2025-03-05,Consumer,Kolkata,East,Organic Search
CUST00241,Customer 00241,2022-06-11,Consumer,Hyderabad,South,Paid Search
CUST00242,Customer 00242,2024-10-16,Small Business,Mumbai,West,Organic Search
CUST00243,Customer 00243,2023-06-05,Consumer,Ahmedabad,West,Referral
CUST00244,Customer 00244,2023-08-13,Consumer,Ahmedabad,West,Organic Search
CUST00245,Customer 00245,2023-12-09,Corporate,Ahmedabad,West,Paid Search
CUST00246,Customer 00246,2023-05-28,Consumer,Kolkata,East,Paid Search
CUST00247,Customer 00247,2024-09-16,Consumer,Kolkata,East,Paid Search
CUST00248,Customer 00248,2025-03-23,Consumer,Delhi,North,Referral
CUST00249,Customer 00249,2024-03-21,Consumer,Chennai,South,Social Media
CUST00250,Customer 00250,2025-05-26,Small Business,Chennai,South,Email
CUST00251,Customer 00251,2023-04-17,Consumer,Pune,West,Paid Search
CUST00252,Customer 00252,2023-05-29,Consumer,Mumbai,West,Email
CUST00253,Customer 00253,2022-07-18,Small Business,Hyderabad,South,Referral
CUST00254,Customer 00254,2024-06-21,Consumer,Pune,West,Paid Search
CUST00255,Customer 00255,2022-07-04,Small Business,Hyderabad,South,Paid Search
CUST00256,Customer 00256,2022-12-26,Consumer,Kolkata,East,Email
CUST00257,Customer 00257,2024-12-23,Consumer,Delhi,North,Paid Search
CUST00258,Customer 00258,2023-06-11,Small Business,Hyderabad,South,Direct
CUST00259,Customer 00259,2023-11-25,Small Business,Pune,West,Social Media
CUST00260,Customer 00260,2022-10-16,Small Business,Bengaluru,South,Organic Search
CUST00261,Customer 00261,2025-02-15,Consumer,Kolkata,East,Email
CUST00262,Customer 00262,2023-06-26,Consumer,Chennai,South,Social Media
CUST00263,Customer 00263,2025-04-12,Consumer,Pune,West,Referral
CUST00264,Customer 00264,2022-08-10,Consumer,Delhi,North,Social Media
CUST00265,Customer 00265,2025-02-23,Consumer,Jaipur,North,Referral
CUST00266,Customer 00266,2024-08-08,Small Business,Bengaluru,South,Paid Search
CUST00267,Customer 00267,2022-08-27,Consumer,Kolkata,East,Direct
CUST00268,Customer 00268,2024-10-05,Consumer,Pune,West,Organic Search
CUST00269,Customer 00269,2022-10-05,Consumer,Coimbatore,South,Paid Search
CUST00270,Customer 00270,2024-05-08,Consumer,Coimbatore,South,Email
CUST00271,Customer 00271,2022-07-22,Small Business,Kolkata,East,Referral
CUST00272,Customer 00272,2022-03-09,Consumer,Pune,West,Organic Search
CUST00273,Customer 00273,2023-04-29,Small Business,Ahmedabad,West,Organic Search
CUST00274,Customer 00274,2025-01-20,Small Business,Delhi,North,Referral
CUST00275,Customer 00275,2024-03-26,Consumer,Chennai,South,Direct
CUST00276,Customer 00276,2022-07-07,Consumer,Ahmedabad,West,Referral
CUST00277,Customer 00277,2022-02-13,Consumer,Jaipur,North,Paid Search
CUST00278,Customer 00278,2025-03-02,Consumer,Hyderabad,South,Email
CUST00279,Customer 00279,2023-03-01,Consumer,Coimbatore,South,Email
CUST00280,Customer 00280,2023-11-04,Small Business,Mumbai,West,Email
CUST00281,Customer 00281,2022-01-06,Consumer,Jaipur,North,Direct
CUST00282,Customer 00282,2025-01-11,Consumer,Hyderabad,South,Organic Search
CUST00283,Customer 00283,2022-09-27,Consumer,Chennai,South,Email
CUST00284,Customer 00284,2025-04-20,Consumer,Mumbai,West,Organic Search
CUST00285,Customer 00285,2022-09-17,Small Business,Chennai,South,Social Media
CUST00286,Customer 00286,2024-09-02,Consumer,Bengaluru,South,Paid Search
CUST00287,Customer 00287,2022-08-12,Consumer,Jaipur,North,Organic Search
CUST00288,Customer 00288,2022-03-30,Small Business,Jaipur,North,Direct
CUST00289,Customer 00289,2023-09-10,Consumer,Coimbatore,South,Direct
CUST00290,Customer 00290,2024-09-07,Small Business,Chennai,South,Paid Search
CUST00291,Customer 00291,2024-10-01,Consumer,Bengaluru,South,Paid Search
CUST00292,Customer 00292,2023-10-22,Consumer,Bengaluru,South,Organic Search
CUST00293,Customer 00293,2025-04-13,Consumer,Pune,West,Paid Search
CUST00294,Customer 00294,2024-12-22,Consumer,Jaipur,North,Social Media
CUST00295,Customer 00295,2022-07-23,Small Business,Kolkata,East,Organic Search
CUST00296,Customer 00296,2023-03-17,Consumer,Coimbatore,South,Direct
CUST00297,Customer 00297,2023-11-26,Small Business,Kolkata,East,Paid Search
CUST00298,Customer 00298,2023-10-03,Consumer,Bengaluru,South,Referral
CUST00299,Customer 00299,2022-11-09,Consumer,Delhi,North,Social Media
CUST00300,Customer 00300,2022-06-24,Consumer,Bengaluru,South,Organic Search
CUST00301,Customer 00301,2022-09-24,Consumer,Delhi,North,Social Media
CUST00302,Customer 00302,2025-02-24,Consumer,Coimbatore,South,Organic Search
CUST00303,Customer 00303,2024-05-16,Small Business,Delhi,North,Email
CUST00304,Customer 00304,2025-05-14,Consumer,Pune,West,Organic Search
CUST00305,Customer 00305,2023-03-12,Consumer,Coimbatore,South,Social Media
CUST00306,Customer 00306,2023-12-19,Small Business,Bengaluru,South,Paid Search
CUST00307,Customer 00307,2025-03-21,Consumer,Pune,West,Paid Search
CUST00308,Customer 00308,2025-02-14,Consumer,Coimbatore,South,Direct
CUST00309,Customer 00309,2022-03-01,Consumer,Pune,West,Referral
CUST00310,Customer 00310,2023-11-27,Consumer,Pune,West,Organic Search
CUST00311,Customer 00311,2025-03-05,Consumer,Hyderabad,South,Organic Search
CUST00312,Customer 00312,2022-07-07,Small Business,Chennai,South,Organic Search
CUST00313,Customer 00313,2024-07-18,Consumer,Kolkata,East,Paid Search
CUST00314,Customer 00314,2025-03-08,Consumer,Delhi,North,Direct
CUST00315,Customer 00315,2022-11-19,Small Business,Hyderabad,South,Organic Search
CUST00316,Customer 00316,2023-07-12,Consumer,Bengaluru,South,Paid Search
CUST00317,Customer 00317,2024-06-24,Consumer,Jaipur,North,Organic Search
CUST00318,Customer 00318,2022-08-22,Consumer,Coimbatore,South,Organic Search
CUST00319,Customer 00319,2024-09-23,Consumer,Jaipur,North,Paid Search
CUST00320,Customer 00320,2024-03-20,Corporate,Mumbai,West,Organic Search
CUST00321,Customer 00321,2023-09-10,Corporate,Mumbai,West,Email
CUST00322,Customer 00322,2023-08-16,Consumer,Pune,West,Organic Search
CUST00323,Customer 00323,2022-12-26,Consumer,Kolkata,East,Social Media
CUST00324,Customer 00324,2024-10-21,Consumer,Mumbai,West,Referral
CUST00325,Customer 00325,2022-05-28,Consumer,Delhi,North,Email
CUST00326,Customer 00326,2022-02-08,Consumer,Kolkata,East,Organic Search
CUST00327,Customer 00327,2025-03-25,Consumer,Delhi,North,Paid Search
CUST00328,Customer 00328,2023-08-16,Consumer,Kolkata,East,Organic Search
CUST00329,Customer 00329,2022-12-18,Small Business,Delhi,North,Referral
CUST00330,Customer 00330,2022-06-30,Consumer,Delhi,North,Organic Search
CUST00331,Customer 00331,2025-04-21,Consumer,Kolkata,East,Organic Search
CUST00332,Customer 00332,2023-11-27,Consumer,Pune,West,Email
CUST00333,Customer 00333,2024-11-11,Consumer,Bengaluru,South,Social Media
CUST00334,Customer 00334,2023-12-17,Consumer,Mumbai,West,Direct
CUST00335,Customer 00335,2023-04-29,Consumer,Hyderabad,South,Paid Search
CUST00336,Customer 00336,2025-05-18,Consumer,Hyderabad,South,Email
CUST00337,Customer 00337,2022-12-29,Corporate,Bengaluru,South,Referral
CUST00338,Customer 00338,2025-02-28,Small Business,Ahmedabad,West,Paid Search
CUST00339,Customer 00339,2023-10-24,Small Business,Jaipur,North,Referral
CUST00340,Customer 00340,2024-06-19,Consumer,Hyderabad,South,Paid Search
CUST00341,Customer 00341,2023-07-17,Consumer,Pune,West,Paid Search
CUST00342,Customer 00342,2023-09-28,Consumer,Bengaluru,South,Organic Search
CUST00343,Customer 00343,2023-08-11,Consumer,Delhi,North,Direct
CUST00344,Customer 00344,2025-05-01,Consumer,Bengaluru,South,Social Media
CUST00345,Customer 00345,2022-03-26,Consumer,Coimbatore,South,Email
CUST00346,Customer 00346,2023-10-21,Consumer,Mumbai,West,Social Media
CUST00347,Customer 00347,2024-07-11,Consumer,Chennai,South,Direct
CUST00348,Customer 00348,2022-06-22,Consumer,Delhi,North,Organic Search
CUST00349,Customer 00349,2024-06-15,Corporate,Mumbai,West,Social Media
CUST00350,Customer 00350,2022-11-22,Consumer,Jaipur,North,Direct
CUST00351,Customer 00351,2024-04-17,Small Business,Kolkata,East,Referral
CUST00352,Customer 00352,2023-11-17,Consumer,Chennai,South,Organic Search
CUST00353,Customer 00353,2023-08-05,Consumer,Kolkata,East,Direct
CUST00354,Customer 00354,2022-11-04,Consumer,Jaipur,North,Social Media
CUST00355,Customer 00355,2023-12-18,Consumer,Hyderabad,South,Referral
CUST00356,Customer 00356,2022-09-22,Consumer,Kolkata,East,Direct
CUST00357,Customer 00357,2025-02-18,Consumer,Pune,West,Email
CUST00358,Customer 00358,2024-12-14,Consumer,Hyderabad,South,Referral
CUST00359,Customer 00359,2024-01-12,Consumer,Coimbatore,South,Paid Search
CUST00360,Customer 00360,2023-12-01,Corporate,Mumbai,West,Social Media
CUST00361,Customer 00361,2022-10-09,Consumer,Mumbai,West,Paid Search
CUST00362,Customer 00362,2024-11-05,Small Business,Bengaluru,South,Email
CUST00363,Customer 00363,2022-03-19,Consumer,Coimbatore,South,Direct
CUST00364,Customer 00364,2022-09-26,Consumer,Jaipur,North,Organic Search
CUST00365,Customer 00365,2022-12-06,Small Business,Hyderabad,South,Organic Search
CUST00366,Customer 00366,2023-05-02,Corporate,Delhi,North,Referral
CUST00367,Customer 00367,2023-04-25,Consumer,Ahmedabad,West,Paid Search
