order_item_id,order_id,product_id,quantity,discount_pct,gross_sales,net_sales,profit
ITEM0000082,ORD004005,PROD0219,2,0.15,54012.64,45910.74,11281.16
ITEM0000083,ORD000553,PROD0145,4,0.15,80016.2,68013.77,7833.41
ITEM0000084,ORD002088,PROD0185,1,0.1,28315.81,25484.23,8944.68
ITEM0000085,ORD000603,PROD0017,1,0.05,15433.34,14661.67,2245.42
ITEM0000086,ORD003208,PROD0117,1,0.15,3692.06,3138.25,152.99
ITEM0000087,ORD003488,PROD0038,4,0.05,7557.48,7179.61,1273.21
ITEM0000088,ORD003794,PROD0111,1,0,4956.44,4956.44,1654.94
ITEM0000089,ORD004552,PROD0075,2,0,23130.8,23130.8,9473.22
ITEM0000090,ORD001704,PROD0008,2,0.1,33350.84,30015.76,2056.36
ITEM0000091,ORD002962,PROD0102,4,0,82878.64,82878.64,33252.64
ITEM0000092,ORD004163,PROD0180,1,0.2,5579.14,4463.31,1226.27
ITEM0000093,ORD002071,PROD0164,2,0.1,16713.12,15041.81,1133.59
ITEM0000094,ORD001829,PROD0215,3,0.15,55743.15,47381.68,12613.72
ITEM0000095,ORD000323,PROD0121,2,0.1,13057.16,11751.44,3065.88
ITEM0000096,ORD001661,PROD0022,1,0.1,7998.44,7198.6,700.24
ITEM0000097,ORD003497,PROD0091,2,0.05,26403.34,25083.17,9509.67
ITEM0000098,ORD002859,PROD0039,1,0.1,12140.61,10926.55,1319.18
ITEM0000099,ORD000054,PROD0017,2,0.15,30866.68,26236.68,1404.18
ITEM0000100,ORD004509,PROD0076,1,0.1,1470.09,1323.08,165.91
ITEM0000101,ORD000569,PROD0112,2,0,19149.76,19149.76,4902.24
ITEM0000102,ORD003522,PROD0196,3,0.1,17386.35,15647.71,3271.87
ITEM0000103,ORD002673,PROD0017,1,0.15,15433.34,13118.34,702.09
ITEM0000104,ORD002681,PROD0091,1,0.1,13201.67,11881.5,4094.75
ITEM0000105,ORD000160,PROD0005,4,0.2,7863.08,6290.46,-494.86
ITEM0000106,ORD000266,PROD0132,1,0.05,19751.1,18763.54,5708.13
ITEM0000107,ORD004406,PROD0197,1,0,16842.1,16842.1,4000.73
ITEM0000108,ORD003517,PROD0045,1,0,16341.12,16341.12,5358.35
ITEM0000109,ORD001719,PROD0108,1,0.1,9612.83,8651.55,1438.68
ITEM0000110,ORD001057,PROD0062,1,0,2328.45,2328.45,723.83
ITEM0000111,ORD004334,PROD0060,1,0.2,5374.61,4299.69,239.92
ITEM0000112,ORD002226,PROD0175,1,0.15,13788.03,11719.83,1057.43
ITEM0000113,ORD002250,PROD0051,5,0.05,104136.7,98929.86,18819.41
ITEM0000114,ORD001677,PROD0148,1,0.1,14269.11,12842.2,2530.21
ITEM0000115,ORD004696,PROD0037,3,0.1,58297.2,52467.48,7948.44
ITEM0000116,ORD004966,PROD0029,3,0.15,41158.5,34984.72,6570.73
ITEM0000117,ORD001812,PROD0032,1,0.2,2527.95,2022.36,23.93
ITEM0000118,ORD003493,PROD0157,1,0.1,10189.54,9170.59,3118.04
ITEM0000119,ORD002504,PROD0003,1,0.15,504.44,428.77,1.2
ITEM0000120,ORD002083,PROD0096,1,0.05,16589.06,15759.61,4827.18
ITEM0000121,ORD000155,PROD0100,1,0.05,21958.1,20860.19,3752.64
ITEM0000122,ORD004754,PROD0119,1,0.1,2687.17,2418.45,231.88
ITEM0000123,ORD002355,PROD0075,2,0.05,23130.8,21974.26,8316.68
ITEM0000124,ORD000226,PROD0026,1,0.1,13275.14,11947.63,3730.53
ITEM0000125,ORD004013,PROD0105,1,0.1,13371.33,12034.2,2624.17
ITEM0000126,ORD003383,PROD0213,2,0.1,37933.98,34140.58,7001.62
ITEM0000127,ORD004804,PROD0034,1,0,10057.78,10057.78,3412.72
ITEM0000128,ORD000050,PROD0082,3,0.1,4049.04,3644.14,1267.06
ITEM0000129,ORD003342,PROD0158,2,0.15,1550.04,1317.53,351.83
ITEM0000130,ORD000809,PROD0188,2,0.05,5398.12,5128.21,1036.63
ITEM0000131,ORD002703,PROD0215,1,0.05,18581.05,17652,6062.68
ITEM0000132,ORD001310,PROD0179,1,0,3209.28,3209.28,1080.61
ITEM0000133,ORD004528,PROD0013,1,0.15,19866.3,16886.35,3460.89
ITEM0000134,ORD001582,PROD0117,2,0.1,7384.12,6645.71,675.19
ITEM0000135,ORD001926,PROD0090,4,0.15,82995.44,70546.12,8395.84
ITEM0000136,ORD002508,PROD0128,5,0,93062.35,93062.35,23803.7
ITEM0000137,ORD002785,PROD0192,3,0.05,8898.63,8453.7,994.95
ITEM0000138,ORD002983,PROD0012,2,0,24357.5,24357.5,10251.34
ITEM0000139,ORD002701,PROD0199,1,0.05,18096.68,17191.85,6713.43
ITEM0000140,ORD004150,PROD0176,1,0.05,9424.1,8952.9,1994.91
ITEM0000141,ORD003649,PROD0181,2,0.1,18281.5,16453.35,4559.03
ITEM0000142,ORD003293,PROD0011,1,0.25,13446.1,10084.58,1746.42
ITEM0000143,ORD002264,PROD0137,2,0.2,33887.36,27109.89,519.03
ITEM0000144,ORD000163,PROD0066,3,0.05,8793.84,8354.15,2064.53
ITEM0000145,ORD004372,PROD0205,1,0.15,18910.56,16073.98,3538.66
ITEM0000146,ORD004858,PROD0121,1,0.1,6528.58,5875.72,1532.94
ITEM0000147,ORD000553,PROD0205,3,0.15,56731.68,48221.93,10615.97
ITEM0000148,ORD001076,PROD0046,2,0.2,18567.88,14854.3,1791.6
ITEM0000149,ORD003015,PROD0180,1,0.1,5579.14,5021.23,1784.19
ITEM0000150,ORD002417,PROD0170,2,0.1,11445.76,10301.18,3569.8
ITEM0000151,ORD001484,PROD0012,1,0.15,12178.75,10351.94,3298.86
ITEM0000152,ORD004617,PROD0105,1,0.1,13371.33,12034.2,2624.17
ITEM0000153,ORD004912,PROD0156,5,0,1313.25,1313.25,545
ITEM0000154,ORD001544,PROD0202,1,0.1,18724.77,16852.29,5786.63
ITEM0000155,ORD004492,PROD0058,1,0.05,8639.1,8207.15,2405
ITEM0000156,ORD002715,PROD0120,1,0,432.78,432.78,134.02
ITEM0000157,ORD002049,PROD0084,2,0.1,14982.18,13483.96,4858.38
ITEM0000158,ORD000719,PROD0100,1,0.1,21958.1,19762.29,2654.74
ITEM0000159,ORD002922,PROD0136,2,0.2,40578.54,32462.83,-2793.77
ITEM0000160,ORD000320,PROD0205,2,0.15,37821.12,32147.95,7077.31
ITEM0000161,ORD001376,PROD0047,1,0.05,26673.83,25340.14,7645.56
ITEM0000162,ORD003105,PROD0182,2,0.15,54073.92,45962.83,14003.37
ITEM0000163,ORD000498,PROD0002,3,0.05,43928.1,41731.7,8282.57
ITEM0000164,ORD003757,PROD0111,2,0,9912.88,9912.88,3309.88
ITEM0000165,ORD004159,PROD0163,2,0.1,2309.14,2078.23,100.21
ITEM0000166,ORD001862,PROD0002,2,0.2,29285.4,23428.32,1128.9
ITEM0000167,ORD002301,PROD0100,3,0.15,65874.3,55993.15,4670.5
ITEM0000168,ORD002019,PROD0188,3,0.1,8097.18,7287.46,1150.09
ITEM0000169,ORD003926,PROD0148,3,0.15,42807.33,36386.23,5450.26
ITEM0000170,ORD001038,PROD0120,1,0.2,432.78,346.22,47.46
ITEM0000171,ORD002690,PROD0179,1,0,3209.28,3209.28,1080.61
ITEM0000172,ORD001805,PROD0055,2,0.1,3518.26,3166.43,193.81
ITEM0000173,ORD004432,PROD0133,2,0.2,25652.46,20521.97,5056.37
ITEM0000174,ORD001193,PROD0132,1,0.1,19751.1,17775.99,4720.58
ITEM0000175,ORD004595,PROD0158,1,0.1,775.02,697.52,214.67
ITEM0000176,ORD000860,PROD0140,2,0.05,16164.78,15356.54,4434.36
ITEM0000177,ORD001924,PROD0148,1,0.1,14269.11,12842.2,2530.21
ITEM0000178,ORD000420,PROD0183,3,0.1,50855.76,45770.18,10001.21
ITEM0000179,ORD000034,PROD0121,1,0.1,6528.58,5875.72,1532.94
ITEM0000180,ORD004771,PROD0157,3,0.2,30568.62,24454.9,6297.25
ITEM0000181,ORD002435,PROD0201,1,0.1,13631.5,12268.35,3722.02
ITEM0000182,ORD002070,PROD0205,1,0,18910.56,18910.56,6375.24
ITEM0000183,ORD000355,PROD0116,1,0.2,9463.74,7570.99,705.07
ITEM0000184,ORD001396,PROD0191,1,0.05,18802.59,17862.46,2730.33
ITEM0000185,ORD002813,PROD0073,2,0.05,19214.9,18254.15,6199.69
ITEM0000186,ORD003703,PROD0213,1,0.1,18966.99,17070.29,3500.81
ITEM0000187,ORD003204,PROD0008,4,0.15,66701.68,56696.43,777.63
ITEM0000188,ORD002044,PROD0088,2,0.2,22581.18,18064.94,2947.72
ITEM0000189,ORD001715,PROD0157,1,0.2,10189.54,8151.63,2099.08
ITEM0000190,ORD004651,PROD0190,1,0.15,17149.88,14577.4,2625.62
ITEM0000191,ORD004689,PROD0110,1,0.15,12896.87,10962.34,2575.01
ITEM0000192,ORD003691,PROD0130,2,0.2,16721.5,13377.2,1418.36
ITEM0000193,ORD004071,PROD0085,1,0.25,26654.63,19990.97,4165.07
ITEM0000194,ORD004524,PROD0019,1,0.1,1769.05,1592.14,440.97
ITEM0000195,ORD001787,PROD0079,2,0.1,17880.74,16092.67,5449.63
ITEM0000196,ORD001725,PROD0015,5,0.1,30385.7,27347.13,5804.58
ITEM0000197,ORD000802,PROD0207,2,0.1,44443.06,39998.75,10847.93
ITEM0000198,ORD003178,PROD0025,3,0.1,4900.98,4410.88,468.07
ITEM0000199,ORD001584,PROD0081,2,0.1,12608.24,11347.42,4059.74
ITEM0000200,ORD000022,PROD0126,1,0.05,18387.7,17468.31,5344.45
ITEM0000201,ORD004784,PROD0041,1,0.05,19120.67,18164.64,5997.73
ITEM0000202,ORD004105,PROD0083,1,0.05,15580.33,14801.31,1381.83
ITEM0000203,ORD001550,PROD0105,2,0.1,26742.66,24068.39,5248.33
ITEM0000204,ORD001065,PROD0142,1,0.15,5869.7,4989.24,1432.48
ITEM0000205,ORD001535,PROD0058,1,0.25,8639.1,6479.33,677.18
ITEM0000206,ORD001133,PROD0211,2,0.05,14956,14208.2,4684.9
ITEM0000207,ORD001603,PROD0041,1,0.05,19120.67,18164.64,5997.73
ITEM0000208,ORD002712,PROD0208,1,0.1,15180.79,13662.71,4522.43
ITEM0000209,ORD001277,PROD0068,2,0,38798.04,38798.04,16552.68
ITEM0000210,ORD001145,PROD0033,1,0.1,17395.33,15655.8,3785.85
ITEM0000211,ORD000614,PROD0075,1,0.1,11565.4,10408.86,3580.07
ITEM0000212,ORD000274,PROD0150,1,0.05,14070,13366.5,5188.34
ITEM0000213,ORD003016,PROD0089,2,0.25,19982.38,14986.78,-1271.44
ITEM0000214,ORD000344,PROD0039,1,0.1,12140.61,10926.55,1319.18
ITEM0000215,ORD003853,PROD0065,1,0.1,6830.86,6147.77,1296.44
ITEM0000216,ORD002533,PROD0068,4,0.15,77596.08,65956.67,21465.95
ITEM0000217,ORD004618,PROD0071,2,0.15,58295.38,49551.07,15381.03
ITEM0000218,ORD000911,PROD0197,1,0.1,16842.1,15157.89,2316.52
ITEM0000219,ORD002043,PROD0170,2,0.2,11445.76,9156.61,2425.23
ITEM0000220,ORD001209,PROD0123,2,0.15,33212.52,28230.64,5858.22
ITEM0000221,ORD000117,PROD0216,1,0,9615.86,9615.86,2390.35
ITEM0000222,ORD003320,PROD0027,3,0,72601.62,72601.62,24895.17
ITEM0000223,ORD001225,PROD0139,2,0.1,36159.54,32543.59,9423.83
ITEM0000224,ORD000217,PROD0094,1,0.05,23049.93,21897.43,4592.79
ITEM0000225,ORD004567,PROD0178,1,0.1,4937.23,4443.51,1261.82
ITEM0000226,ORD002103,PROD0095,1,0.15,3539.61,3008.67,205.6
ITEM0000227,ORD002787,PROD0149,1,0,16805.53,16805.53,4005.2
ITEM0000228,ORD003342,PROD0055,2,0.1,3518.26,3166.43,193.81
ITEM0000229,ORD004094,PROD0128,1,0.1,18612.47,16751.22,2899.49
ITEM0000230,ORD002553,PROD0204,1,0.1,11121.95,10009.76,3605.53
ITEM0000231,ORD003999,PROD0105,3,0.05,40113.99,38108.29,9878.2
ITEM0000232,ORD004921,PROD0016,1,0.15,9295,7900.75,727.87
ITEM0000233,ORD000290,PROD0008,1,0.1,16675.42,15007.88,1028.18
ITEM0000234,ORD002001,PROD0103,2,0.15,42382.24,36024.9,8045.36
ITEM0000235,ORD001165,PROD0109,3,0.1,34837.74,31353.97,8402.41
ITEM0000236,ORD001506,PROD0176,1,0,9424.1,9424.1,2466.11
ITEM0000237,ORD003639,PROD0096,4,0.1,66356.24,59720.62,15990.9
ITEM0000238,ORD003281,PROD0027,1,0.1,24200.54,21780.49,5878.34
ITEM0000239,ORD003537,PROD0165,4,0.1,59513.8,53562.42,9064.94
ITEM0000240,ORD000550,PROD0088,2,0,22581.18,22581.18,7463.96
ITEM0000241,ORD000458,PROD0054,2,0.05,28590.86,27161.32,5668.24
ITEM0000242,ORD002535,PROD0157,1,0.1,10189.54,9170.59,3118.04
ITEM0000243,ORD003897,PROD0042,3,0.05,63406.35,60236.03,17393.3
ITEM0000244,ORD000606,PROD0142,2,0.1,11739.4,10565.46,3451.94
ITEM0000245,ORD001895,PROD0151,2,0.15,6779.46,5762.54,1580.18
ITEM0000246,ORD000595,PROD0190,2,0.1,34299.76,30869.78,6966.22
ITEM0000247,ORD003096,PROD0201,2,0,27263,27263,10170.34
ITEM0000248,ORD000021,PROD0218,1,0,499.26,499.26,206.67
ITEM0000249,ORD000697,PROD0041,1,0.1,19120.67,17208.6,5041.69
ITEM0000250,ORD000456,PROD0144,1,0,23651.6,23651.6,7585.91
ITEM0000251,ORD001911,PROD0168,1,0.15,19458.66,16539.86,4194.01
ITEM0000252,ORD001490,PROD0117,2,0.05,7384.12,7014.91,1044.39
ITEM0000253,ORD004585,PROD0083,1,0.1,15580.33,14022.3,602.82
ITEM0000254,ORD003645,PROD0203,1,0.1,13915.4,12523.86,4307.56
ITEM0000255,ORD001191,PROD0016,1,0,9295,9295,2122.12
ITEM0000256,ORD004248,PROD0213,2,0.15,37933.98,32243.88,5104.92
ITEM0000257,ORD000649,PROD0043,1,0.1,14567.24,13110.52,3463.02
ITEM0000258,ORD000435,PROD0075,1,0.15,11565.4,9830.59,3001.8
ITEM0000259,ORD002996,PROD0129,2,0,36125.48,36125.48,5741.26
ITEM0000260,ORD002218,PROD0126,1,0.15,18387.7,15629.55,3505.69
ITEM0000261,ORD003416,PROD0210,2,0,52229.6,52229.6,19450.48
ITEM0000262,ORD003495,PROD0213,4,0.1,75867.96,68281.16,14003.24
ITEM0000263,ORD002106,PROD0210,5,0,130574,130574,48626.2
ITEM0000264,ORD003777,PROD0056,1,0.1,12603.87,11343.48,3799.41
ITEM0000265,ORD002053,PROD0121,1,0.2,6528.58,5222.86,880.08
ITEM0000266,ORD002138,PROD0004,1,0.15,6291.1,5347.44,211.95
ITEM0000267,ORD004965,PROD0070,1,0.1,22695.91,20426.32,6767.73
ITEM0000268,ORD003754,PROD0199,3,0.25,54290.04,40717.53,9282.27
ITEM0000269,ORD000708,PROD0037,3,0.1,58297.2,52467.48,7948.44
ITEM0000270,ORD004970,PROD0117,4,0,14768.24,14768.24,2827.2
ITEM0000271,ORD002510,PROD0040,1,0,14977.96,14977.96,4891.01
ITEM0000272,ORD004905,PROD0035,1,0.25,27570.44,20677.83,3960.84
ITEM0000273,ORD003286,PROD0176,2,0.15,18848.2,16020.97,2104.99
ITEM0000274,ORD003094,PROD0066,1,0,2931.28,2931.28,834.74
ITEM0000275,ORD002799,PROD0051,3,0,62482.02,62482.02,14415.75
ITEM0000276,ORD004227,PROD0109,1,0.05,11612.58,11031.95,3381.43
ITEM0000277,ORD003259,PROD0139,1,0.15,18079.77,15367.8,3807.92
ITEM0000278,ORD000609,PROD0177,3,0.1,59842.08,53857.87,11453.14
ITEM0000279,ORD003097,PROD0079,5,0.2,44701.85,35761.48,9153.88
ITEM0000280,ORD004729,PROD0215,1,0,18581.05,18581.05,6991.73
ITEM0000281,ORD003820,PROD0150,2,0.2,28140,22512,6155.68
ITEM0000282,ORD001428,PROD0195,2,0.05,23097.3,21942.43,5496.93
ITEM0000283,ORD004561,PROD0176,1,0.25,9424.1,7068.08,110.09
ITEM0000284,ORD002213,PROD0022,3,0.15,23995.32,20396.02,900.94
ITEM0000285,ORD000695,PROD0148,2,0.25,28538.22,21403.67,779.69
ITEM0000286,ORD004558,PROD0175,1,0,13788.03,13788.03,3125.63
ITEM0000287,ORD003605,PROD0001,4,0,16431.96,16431.96,2636.08
ITEM0000288,ORD000010,PROD0178,1,0.15,4937.23,4196.65,1014.96
ITEM0000289,ORD003280,PROD0125,3,0,21695.94,21695.94,3655.41
ITEM0000290,ORD001398,PROD0011,1,0.1,13446.1,12101.49,3763.33
ITEM0000291,ORD000450,PROD0121,3,0,19585.74,19585.74,6557.4
ITEM0000292,ORD001853,PROD0058,1,0.1,8639.1,7775.19,1973.04
ITEM0000293,ORD003056,PROD0188,1,0.05,2699.06,2564.11,518.32
ITEM0000294,ORD001243,PROD0166,3,0.1,84317.43,75885.69,23300.55
ITEM0000295,ORD000440,PROD0084,4,0,29964.36,29964.36,12713.2
ITEM0000296,ORD004675,PROD0001,1,0.1,4107.99,3697.19,248.22
ITEM0000297,ORD000870,PROD0128,2,0.05,37224.94,35363.69,7660.23
ITEM0000298,ORD001447,PROD0004,1,0,6291.1,6291.1,1155.61
ITEM0000299,ORD002368,PROD0145,1,0.1,20004.05,18003.65,2958.56
ITEM0000300,ORD001882,PROD0181,2,0,18281.5,18281.5,6387.18
ITEM0000301,ORD000671,PROD0004,5,0,31455.5,31455.5,5778.05
ITEM0000302,ORD003856,PROD0094,3,0.15,69149.79,58777.32,6863.4
ITEM0000303,ORD003878,PROD0069,2,0.1,2901.8,2611.62,843.2
ITEM0000304,ORD002735,PROD0164,1,0.1,8356.56,7520.9,566.79
ITEM0000305,ORD002633,PROD0153,3,0.25,26677.02,20007.76,1483.12
ITEM0000306,ORD002534,PROD0066,3,0,8793.84,8793.84,2504.22
ITEM0000307,ORD001240,PROD0099,2,0.1,6441.76,5797.58,709.12
ITEM0000308,ORD002113,PROD0172,2,0,40203.72,40203.72,9731.46
ITEM0000309,ORD000684,PROD0104,1,0.05,12239.72,11627.73,4484.55
ITEM0000310,ORD001731,PROD0113,1,0.2,19139.62,15311.7,-583.57
ITEM0000311,ORD003002,PROD0024,3,0.25,39607.17,29705.38,240.34
ITEM0000312,ORD001953,PROD0118,4,0.25,35576.36,26682.27,4280.39
ITEM0000313,ORD001883,PROD0114,2,0.15,31712.88,26955.95,1049.41
ITEM0000314,ORD003240,PROD0190,2,0.15,34299.76,29154.8,5251.24
ITEM0000315,ORD004981,PROD0115,1,0,2532.67,2532.67,923.98
ITEM0000316,ORD003087,PROD0197,3,0.15,50526.3,42947.35,4423.24
ITEM0000317,ORD002624,PROD0088,1,0,11290.59,11290.59,3731.98
ITEM0000318,ORD003751,PROD0078,2,0,40611.64,40611.64,16690.38
ITEM0000319,ORD002976,PROD0134,1,0.15,25350.66,21548.06,4854.33
ITEM0000320,ORD004229,PROD0131,1,0.05,3237.12,3075.26,1036.56
ITEM0000321,ORD000286,PROD0132,1,0.2,19751.1,15800.88,2745.47
ITEM0000322,ORD002765,PROD0129,1,0.05,18062.74,17159.6,1967.49
ITEM0000323,ORD000370,PROD0173,1,0.05,12794.95,12155.2,2972.74
ITEM0000324,ORD002710,PROD0007,2,0.1,19867.1,17880.39,5884.27
ITEM0000325,ORD003578,PROD0054,1,0.05,14295.43,13580.66,2834.12
ITEM0000326,ORD001995,PROD0082,1,0.1,1349.68,1214.71,422.35
ITEM0000327,ORD004843,PROD0028,1,0,6922.32,6922.32,1095.48
ITEM0000328,ORD000465,PROD0180,1,0.15,5579.14,4742.27,1505.23
ITEM0000329,ORD000581,PROD0137,1,0.1,16943.68,15249.31,1953.88
ITEM0000330,ORD004192,PROD0157,2,0.25,20379.08,15284.31,3179.21
ITEM0000331,ORD002634,PROD0153,1,0,8892.34,8892.34,2717.46
ITEM0000332,ORD001989,PROD0092,3,0.1,25692.93,23123.64,5815.05
ITEM0000333,ORD004097,PROD0171,1,0.15,10484.3,8911.65,95.53
ITEM0000334,ORD003719,PROD0186,2,0.1,31922.96,28730.66,7685.72
ITEM0000335,ORD004358,PROD0003,3,0,1513.32,1513.32,230.61
ITEM0000336,ORD001280,PROD0038,2,0.1,3778.74,3400.87,447.67
ITEM0000337,ORD001269,PROD0089,2,0.2,19982.38,15985.9,-272.32
ITEM0000338,ORD001100,PROD0003,1,0.05,504.44,479.22,51.65
ITEM0000339,ORD004479,PROD0212,1,0.1,7472.6,6725.34,501.5
ITEM0000340,ORD003968,PROD0203,2,0,27830.8,27830.8,11398.2
ITEM0000341,ORD004996,PROD0037,4,0.15,77729.6,66070.16,6711.44
ITEM0000342,ORD002310,PROD0121,4,0.05,26114.32,24808.6,7437.48
ITEM0000343,ORD004423,PROD0072,1,0.05,10173.22,9664.56,3433.14
ITEM0000344,ORD002415,PROD0045,2,0.2,32682.24,26145.79,4180.25
ITEM0000345,ORD000850,PROD0124,2,0.2,8439.96,6751.97,1278.47
